year,regioncode,sector,gdp,step,row_type
2025,ALL,ALL,3607313198.707598,final_consolidated,grand_total
2026,ALL,ALL,4118627984.7199435,final_consolidated,grand_total
2027,ALL,ALL,4551342126.274476,final_consolidated,grand_total
2028,ALL,ALL,4941344252.164535,final_consolidated,grand_total
2029,ALL,ALL,5303679760.902337,final_consolidated,grand_total
2030,ALL,ALL,5648081057.110635,final_consolidated,grand_total
