regioncode,year,sector,pct_gdp
AHU,2026,J,0.0
AHU,2026,K,0.0
AHU,2026,L,0.0
AHU,2026,M,0.0
AHU,2026,N,0.0
AHU,2026,O,0.0
AHU,2026,P,33.33
AHU,2026,Q,33.33
AHU,2026,R,29.04
AHU,2026,S,4.29
AHU,2026,T,0.0
AHU,2026,U,0.0
AHU,2026,V,0.0
AHU,2027,A,0.0
AHU,2027,B,0.0
AHU,2027,C,0.0
AHU,2027,D,0.0
AHU,2027,E,0.0
AHU,2027,F,0.0
AHU,2027,G,0.0
AHU,2027,H,0.0
AHU,2027,I,0.0
AHU,2027,J,0.0
AHU,2027,K,0.0
AHU,2027,L,0.0
AHU,2027,M,0.0
AHU,2027,N,0.0
AHU,2027,O,0.0
AHU,2027,P,33.33
AHU,2027,Q,33.33
AHU,2027,R,28.91
AHU,2027,S,4.41
AHU,2027,T,0.0
AHU,2027,U,0.0
AHU,2027,V,0.0
AHU,2028,A,0.0
AHU,2028,B,0.0
AHU,2028,C,0.0
AHU,2028,D,0.0
AHU,2028,E,0.0
AHU,2028,F,0.0
AHU,2028,G,0.0
AHU,2028,H,0.0
AHU,2028,I,0.0
AHU,2028,J,0.0
AHU,2028,K,0.0
AHU,2028,L,0.0
AHU,2028,M,0.0
AHU,2028,N,0.0
AHU,2028,O,0.0
AHU,2028,P,33.33
AHU,2028,Q,33.33
AHU,2028,R,28.78
AHU,2028,S,4.55
AHU,2028,T,0.0
AHU,2028,U,0.0
AHU,2028,V,0.0
AHU,2029,A,0.0
AHU,2029,B,0.0
AHU,2029,C,0.0
AHU,2029,D,0.0
AHU,2029,E,0.0
AHU,2029,F,0.0
AHU,2029,G,0.0
AHU,2029,H,0.0
AHU,2029,I,0.0
AHU,2029,J,0.0
AHU,2029,K,0.0
AHU,2029,L,0.0
AHU,2029,M,0.0
AHU,2029,N,0.0
AHU,2029,O,0.0
AHU,2029,P,33.33
AHU,2029,Q,33.33
AHU,2029,R,28.64
AHU,2029,S,4.69
AHU,2029,T,0.0
AHU,2029,U,0.0
AHU,2029,V,0.0
AHU,2030,A,0.0
AHU,2030,B,0.0
AHU,2030,C,0.0
AHU,2030,D,0.0
AHU,2030,E,0.0
AHU,2030,F,0.0
AHU,2030,G,0.0
AHU,2030,H,0.0
AHU,2030,I,0.0
AHU,2030,J,0.0
AHU,2030,K,0.0
AHU,2030,L,0.0
AHU,2030,M,0.0
AHU,2030,N,0.0
AHU,2030,O,0.0
AHU,2030,P,33.33
AHU,2030,Q,33.33
AHU,2030,R,28.49
AHU,2030,S,4.84
AHU,2030,T,0.0
AHU,2030,U,0.0
AHU,2030,V,0.0
AJA,2025,A,0.0
AJA,2025,B,0.0
AJA,2025,C,0.0
AJA,2025,D,0.0
AJA,2025,E,0.0
AJA,2025,F,0.0
AJA,2025,G,0.0
AJA,2025,H,0.0
AJA,2025,I,0.0
AJA,2025,J,0.0
AJA,2025,K,0.0
AJA,2025,L,0.0
AJA,2025,M,0.0
AJA,2025,N,0.0
AJA,2025,O,0.0
AJA,2025,P,33.33
AJA,2025,Q,33.32
AJA,2025,R,29.16
AJA,2025,S,4.17
AJA,2025,T,0.0
AJA,2025,U,0.0
AJA,2025,V,0.0
AJA,2026,A,0.0
AJA,2026,B,0.0
AJA,2026,C,0.0
AJA,2026,D,0.0
AJA,2026,E,0.0
AJA,2026,F,0.0
AJA,2026,G,0.0
AJA,2026,H,0.0
AJA,2026,I,0.0
AJA,2026,J,0.0
AJA,2026,K,0.0
AJA,2026,L,0.0
AJA,2026,M,0.0
AJA,2026,N,0.0
AJA,2026,O,0.0
AJA,2026,P,33.33
AJA,2026,Q,33.33
AJA,2026,R,29.04
AJA,2026,S,4.29
AJA,2026,T,0.0
AJA,2026,U,0.0
AJA,2026,V,0.0
AJA,2027,A,0.0
AJA,2027,B,0.0
AJA,2027,C,0.0
AJA,2027,D,0.0
AJA,2027,E,0.0
AJA,2027,F,0.0
AJA,2027,G,0.0
AJA,2027,H,0.0
AJA,2027,I,0.0
AJA,2027,J,0.0
AJA,2027,K,0.0
AJA,2027,L,0.0
AJA,2027,M,0.0
AJA,2027,N,0.0
AJA,2027,O,0.0
AJA,2027,P,33.33
AJA,2027,Q,33.33
AJA,2027,R,28.91
AJA,2027,S,4.41
AJA,2027,T,0.0
AJA,2027,U,0.0
AJA,2027,V,0.0
AJA,2028,A,0.0
AJA,2028,B,0.0
AJA,2028,C,0.0
AJA,2028,D,0.0
AJA,2028,E,0.0
AJA,2028,F,0.0
AJA,2028,G,0.0
AJA,2028,H,0.0
AJA,2028,I,0.0
AJA,2028,J,0.0
AJA,2028,K,0.0
AJA,2028,L,0.0
AJA,2028,M,0.0
AJA,2028,N,0.0
AJA,2028,O,0.0
AJA,2028,P,33.33
AJA,2028,Q,33.33
AJA,2028,R,28.78
AJA,2028,S,4.55
AJA,2028,T,0.0
AJA,2028,U,0.0
AJA,2028,V,0.0
AJA,2029,A,0.0
AJA,2029,B,0.0
AJA,2029,C,0.0
AJA,2029,D,0.0
AJA,2029,E,0.0
AJA,2029,F,0.0
AJA,2029,G,0.0
AJA,2029,H,0.0
AJA,2029,I,0.0
AJA,2029,J,0.0
AJA,2029,K,0.0
AJA,2029,L,0.0
AJA,2029,M,0.0
AJA,2029,N,0.0
AJA,2029,O,0.0
AJA,2029,P,33.33
AJA,2029,Q,33.33
AJA,2029,R,28.64
AJA,2029,S,4.69
AJA,2029,T,0.0
AJA,2029,U,0.0
AJA,2029,V,0.0
AJA,2030,A,0.0
AJA,2030,B,0.0
AJA,2030,C,0.0
AJA,2030,D,0.0
AJA,2030,E,0.0
AJA,2030,F,0.0
AJA,2030,G,0.0
AJA,2030,H,0.0
AJA,2030,I,0.0
AJA,2030,J,0.0
AJA,2030,K,0.0
AJA,2030,L,0.0
AJA,2030,M,0.0
AJA,2030,N,0.0
AJA,2030,O,0.0
AJA,2030,P,33.33
AJA,2030,Q,33.33
AJA,2030,R,28.49
AJA,2030,S,4.84
AJA,2030,T,0.0
AJA,2030,U,0.0
AJA,2030,V,0.0
AMA,2025,A,0.0
AMA,2025,B,0.0
AMA,2025,C,0.0
AMA,2025,D,0.0
AMA,2025,E,0.0
AMA,2025,F,0.0
AMA,2025,G,0.0
AMA,2025,H,0.0
AMA,2025,I,0.0
AMA,2025,J,0.0
AMA,2025,K,0.0
AMA,2025,L,0.0
AMA,2025,M,0.0
AMA,2025,N,0.0
AMA,2025,O,0.0
AMA,2025,P,33.33
AMA,2025,Q,33.32
AMA,2025,R,29.16
AMA,2025,S,4.17
AMA,2025,T,0.0
AMA,2025,U,0.0
AMA,2025,V,0.0
AMA,2026,A,0.0
AMA,2026,B,0.0
AMA,2026,C,0.0
AMA,2026,D,0.0
AMA,2026,E,0.0
AMA,2026,F,0.0
AMA,2026,G,0.0
AMA,2026,H,0.0
AMA,2026,I,0.0
AMA,2026,J,0.0
AMA,2026,K,0.0
AMA,2026,L,0.0
AMA,2026,M,0.0
AMA,2026,N,0.0
AMA,2026,O,0.0
AMA,2026,P,33.33
AMA,2026,Q,33.33
AMA,2026,R,29.04
AMA,2026,S,4.29
AMA,2026,T,0.0
AMA,2026,U,0.0
AMA,2026,V,0.0
AMA,2027,A,0.0
AMA,2027,B,0.0
AMA,2027,C,0.0
AMA,2027,D,0.0
AMA,2027,E,0.0
AMA,2027,F,0.0
AMA,2027,G,0.0
AMA,2027,H,0.0
AMA,2027,I,0.0
AMA,2027,J,0.0
AMA,2027,K,0.0
AMA,2027,L,0.0
AMA,2027,M,0.0
AMA,2027,N,0.0
AMA,2027,O,0.0
AMA,2027,P,33.33
AMA,2027,Q,33.33
AMA,2027,R,28.91
AMA,2027,S,4.41
AMA,2027,T,0.0
AMA,2027,U,0.0
AMA,2027,V,0.0
AMA,2028,A,0.0
AMA,2028,B,0.0
AMA,2028,C,0.0
AMA,2028,D,0.0
AMA,2028,E,0.0
AMA,2028,F,0.0
AMA,2028,G,0.0
AMA,2028,H,0.0
AMA,2028,I,0.0
AMA,2028,J,0.0
AMA,2028,K,0.0
AMA,2028,L,0.0
AMA,2028,M,0.0
AMA,2028,N,0.0
AMA,2028,O,0.0
AMA,2028,P,33.33
AMA,2028,Q,33.33
AMA,2028,R,28.78
AMA,2028,S,4.55
AMA,2028,T,0.0
AMA,2028,U,0.0
AMA,2028,V,0.0
AMA,2029,A,0.0
AMA,2029,B,0.0
AMA,2029,C,0.0
AMA,2029,D,0.0
AMA,2029,E,0.0
AMA,2029,F,0.0
AMA,2029,G,0.0
AMA,2029,H,0.0
AMA,2029,I,0.0
AMA,2029,J,0.0
AMA,2029,K,0.0
AMA,2029,L,0.0
AMA,2029,M,0.0
AMA,2029,N,0.0
AMA,2029,O,0.0
AMA,2029,P,33.33
AMA,2029,Q,33.33
AMA,2029,R,28.64
AMA,2029,S,4.69
AMA,2029,T,0.0
AMA,2029,U,0.0
AMA,2029,V,0.0
AMA,2030,A,0.0
AMA,2030,B,0.0
AMA,2030,C,0.0
AMA,2030,D,0.0
AMA,2030,E,0.0
AMA,2030,F,0.0
AMA,2030,G,0.0
AMA,2030,H,0.0
AMA,2030,I,0.0
AMA,2030,J,0.0
AMA,2030,K,0.0
AMA,2030,L,0.0
AMA,2030,M,0.0
AMA,2030,N,0.0
AMA,2030,O,0.0
AMA,2030,P,33.33
AMA,2030,Q,33.33
AMA,2030,R,28.49
AMA,2030,S,4.84
AMA,2030,T,0.0
AMA,2030,U,0.0
AMA,2030,V,0.0
AQA,2025,A,0.0
AQA,2025,B,0.0
AQA,2025,C,0.0
AQA,2025,D,0.0
AQA,2025,E,0.0
AQA,2025,F,0.0
AQA,2025,G,0.0
AQA,2025,H,0.0
AQA,2025,I,0.0
AQA,2025,J,0.0
AQA,2025,K,0.0
AQA,2025,L,0.0
AQA,2025,M,0.0
AQA,2025,N,0.0
AQA,2025,O,0.0
AQA,2025,P,33.33
AQA,2025,Q,33.32
AQA,2025,R,29.16
AQA,2025,S,4.17
AQA,2025,T,0.0
AQA,2025,U,0.0
AQA,2025,V,0.0
AQA,2026,A,0.0
AQA,2026,B,0.0
AQA,2026,C,0.0
AQA,2026,D,0.0
AQA,2026,E,0.0
AQA,2026,F,0.0
AQA,2026,G,0.0
AQA,2026,H,0.0
AQA,2026,I,0.0
AQA,2026,J,0.0
AQA,2026,K,0.0
AQA,2026,L,0.0
AQA,2026,M,0.0
AQA,2026,N,0.0
AQA,2026,O,0.0
AQA,2026,P,33.33
AQA,2026,Q,33.33
AQA,2026,R,29.04
AQA,2026,S,4.29
AQA,2026,T,0.0
AQA,2026,U,0.0
AQA,2026,V,0.0
AQA,2027,A,0.0
AQA,2027,B,0.0
AQA,2027,C,0.0
AQA,2027,D,0.0
AQA,2027,E,0.0
AQA,2027,F,0.0
AQA,2027,G,0.0
AQA,2027,H,0.0
AQA,2027,I,0.0
AQA,2027,J,0.0
AQA,2027,K,0.0
AQA,2027,L,0.0
AQA,2027,M,0.0
AQA,2027,N,0.0
AQA,2027,O,0.0
AQA,2027,P,33.33
AQA,2027,Q,33.33
AQA,2027,R,28.91
AQA,2027,S,4.41
AQA,2027,T,0.0
AQA,2027,U,0.0
AQA,2027,V,0.0
AQA,2028,A,0.0
AQA,2028,B,0.0
AQA,2028,C,0.0
AQA,2028,D,0.0
AQA,2028,E,0.0
AQA,2028,F,0.0
AQA,2028,G,0.0
AQA,2028,H,0.0
AQA,2028,I,0.0
AQA,2028,J,0.0
AQA,2028,K,0.0
AQA,2028,L,0.0
AQA,2028,M,0.0
AQA,2028,N,0.0
AQA,2028,O,0.0
AQA,2028,P,33.33
AQA,2028,Q,33.33
AQA,2028,R,28.78
AQA,2028,S,4.55
AQA,2028,T,0.0
AQA,2028,U,0.0
AQA,2028,V,0.0
AQA,2029,A,0.0
AQA,2029,B,0.0
AQA,2029,C,0.0
AQA,2029,D,0.0
AQA,2029,E,0.0
AQA,2029,F,0.0
AQA,2029,G,0.0
AQA,2029,H,0.0
AQA,2029,I,0.0
AQA,2029,J,0.0
AQA,2029,K,0.0
AQA,2029,L,0.0
AQA,2029,M,0.0
AQA,2029,N,0.0
AQA,2029,O,0.0
AQA,2029,P,33.33
AQA,2029,Q,33.33
AQA,2029,R,28.64
AQA,2029,S,4.69
AQA,2029,T,0.0
AQA,2029,U,0.0
AQA,2029,V,0.0
AQA,2030,A,0.0
AQA,2030,B,0.0
AQA,2030,C,0.0
AQA,2030,D,0.0
AQA,2030,E,0.0
AQA,2030,F,0.0
AQA,2030,G,0.0
AQA,2030,H,0.0
AQA,2030,I,0.0
AQA,2030,J,0.0
AQA,2030,K,0.0
AQA,2030,L,0.0
AQA,2030,M,0.0
AQA,2030,N,0.0
AQA,2030,O,0.0
AQA,2030,P,33.33
AQA,2030,Q,33.33
AQA,2030,R,28.49
AQA,2030,S,4.84
AQA,2030,T,0.0
AQA,2030,U,0.0
AQA,2030,V,0.0
ARI,2025,A,0.0
ARI,2025,B,0.0
ARI,2025,C,0.0
ARI,2025,D,0.0
ARI,2025,E,0.0
ARI,2025,F,0.0
ARI,2025,G,0.0
ARI,2025,H,0.0
ARI,2025,I,0.0
ARI,2025,J,0.0
ARI,2025,K,0.0
ARI,2025,L,0.0
ARI,2025,M,0.0
ARI,2025,N,0.0
ARI,2025,O,0.0
ARI,2025,P,33.33
ARI,2025,Q,33.32
ARI,2025,R,29.16
ARI,2025,S,4.17
ARI,2025,T,0.0
ARI,2025,U,0.0
ARI,2025,V,0.0
ARI,2026,A,0.0
ARI,2026,B,0.0
ARI,2026,C,0.0
ARI,2026,D,0.0
ARI,2026,E,0.0
ARI,2026,F,0.0
ARI,2026,G,0.0
ARI,2026,H,0.0
ARI,2026,I,0.0
ARI,2026,J,0.0
ARI,2026,K,0.0
ARI,2026,L,0.0
ARI,2026,M,0.0
ARI,2026,N,0.0
ARI,2026,O,0.0
ARI,2026,P,33.33
ARI,2026,Q,33.33
ARI,2026,R,29.04
ARI,2026,S,4.29
ARI,2026,T,0.0
ARI,2026,U,0.0
ARI,2026,V,0.0
ARI,2027,A,0.0
ARI,2027,B,0.0
ARI,2027,C,0.0
ARI,2027,D,0.0
ARI,2027,E,0.0
ARI,2027,F,0.0
ARI,2027,G,0.0
ARI,2027,H,0.0
ARI,2027,I,0.0
ARI,2027,J,0.0
ARI,2027,K,0.0
ARI,2027,L,0.0
ARI,2027,M,0.0
ARI,2027,N,0.0
ARI,2027,O,0.0
ARI,2027,P,33.33
ARI,2027,Q,33.33
ARI,2027,R,28.91
ARI,2027,S,4.41
ARI,2027,T,0.0
ARI,2027,U,0.0
ARI,2027,V,0.0
ARI,2028,A,0.0
ARI,2028,B,0.0
ARI,2028,C,0.0
ARI,2028,D,0.0
ARI,2028,E,0.0
ARI,2028,F,0.0
ARI,2028,G,0.0
ARI,2028,H,0.0
ARI,2028,I,0.0
ARI,2028,J,0.0
ARI,2028,K,0.0
ARI,2028,L,0.0
ARI,2028,M,0.0
ARI,2028,N,0.0
ARI,2028,O,0.0
ARI,2028,P,33.33
ARI,2028,Q,33.33
ARI,2028,R,28.78
ARI,2028,S,4.55
ARI,2028,T,0.0
ARI,2028,U,0.0
ARI,2028,V,0.0
ARI,2029,A,0.0
ARI,2029,B,0.0
ARI,2029,C,0.0
ARI,2029,D,0.0
ARI,2029,E,0.0
ARI,2029,F,0.0
ARI,2029,G,0.0
ARI,2029,H,0.0
ARI,2029,I,0.0
ARI,2029,J,0.0
ARI,2029,K,0.0
ARI,2029,L,0.0
ARI,2029,M,0.0
ARI,2029,N,0.0
ARI,2029,O,0.0
ARI,2029,P,33.33
ARI,2029,Q,33.33
ARI,2029,R,28.64
ARI,2029,S,4.69
ARI,2029,T,0.0
ARI,2029,U,0.0
ARI,2029,V,0.0
ARI,2030,A,0.0
ARI,2030,B,0.0
ARI,2030,C,0.0
ARI,2030,D,0.0
ARI,2030,E,0.0
ARI,2030,F,0.0
ARI,2030,G,0.0
ARI,2030,H,0.0
ARI,2030,I,0.0
ARI,2030,J,0.0
ARI,2030,K,0.0
ARI,2030,L,0.0
ARI,2030,M,0.0
ARI,2030,N,0.0
ARI,2030,O,0.0
ARI,2030,P,33.33
ARI,2030,Q,33.33
ARI,2030,R,28.49
ARI,2030,S,4.84
ARI,2030,T,0.0
ARI,2030,U,0.0
ARI,2030,V,0.0
ASH,2025,A,0.0
ASH,2025,B,0.0
ASH,2025,C,0.0
ASH,2025,D,0.0
ASH,2025,E,0.0
ASH,2025,F,0.0
ASH,2025,G,0.0
ASH,2025,H,0.0
ASH,2025,I,0.0
ASH,2025,J,0.0
ASH,2025,K,0.0
ASH,2025,L,0.0
ASH,2025,M,0.0
ASH,2025,N,0.0
ASH,2025,O,0.0
ASH,2025,P,33.33
ASH,2025,Q,33.32
ASH,2025,R,29.16
ASH,2025,S,4.17
ASH,2025,T,0.0
ASH,2025,U,0.0
ASH,2025,V,0.0
ASH,2026,A,0.0
ASH,2026,B,0.0
ASH,2026,C,0.0
ASH,2026,D,0.0
ASH,2026,E,0.0
ASH,2026,F,0.0
ASH,2026,G,0.0
ASH,2026,H,0.0
ASH,2026,I,0.0
ASH,2026,J,0.0
ASH,2026,K,0.0
ASH,2026,L,0.0
ASH,2026,M,0.0
ASH,2026,N,0.0
ASH,2026,O,0.0
ASH,2026,P,33.33
ASH,2026,Q,33.33
ASH,2026,R,29.04
ASH,2026,S,4.29
ASH,2026,T,0.0
ASH,2026,U,0.0
ASH,2026,V,0.0
ASH,2027,A,0.0
ASH,2027,B,0.0
ASH,2027,C,0.0
ASH,2027,D,0.0
ASH,2027,E,0.0
ASH,2027,F,0.0
ASH,2027,G,0.0
ASH,2027,H,0.0
ASH,2027,I,0.0
ASH,2027,J,0.0
ASH,2027,K,0.0
ASH,2027,L,0.0
ASH,2027,M,0.0
ASH,2027,N,0.0
ASH,2027,O,0.0
ASH,2027,P,33.33
ASH,2027,Q,33.33
ASH,2027,R,28.91
ASH,2027,S,4.41
ASH,2027,T,0.0
ASH,2027,U,0.0
ASH,2027,V,0.0
ASH,2028,A,0.0
ASH,2028,B,0.0
ASH,2028,C,0.0
ASH,2028,D,0.0
ASH,2028,E,0.0
ASH,2028,F,0.0
ASH,2028,G,0.0
ASH,2028,H,0.0
ASH,2028,I,0.0
ASH,2028,J,0.0
ASH,2028,K,0.0
ASH,2028,L,0.0
ASH,2028,M,0.0
ASH,2028,N,0.0
ASH,2028,O,0.0
ASH,2028,P,33.33
ASH,2028,Q,33.33
ASH,2028,R,28.78
ASH,2028,S,4.55
ASH,2028,T,0.0
ASH,2028,U,0.0
ASH,2028,V,0.0
ASH,2029,A,0.0
ASH,2029,B,0.0
ASH,2029,C,0.0
ASH,2029,D,0.0
ASH,2029,E,0.0
ASH,2029,F,0.0
ASH,2029,G,0.0
ASH,2029,H,0.0
ASH,2029,I,0.0
ASH,2029,J,0.0
ASH,2029,K,0.0
ASH,2029,L,0.0
ASH,2029,M,0.0
ASH,2029,N,0.0
ASH,2029,O,0.0
ASH,2029,P,33.33
ASH,2029,Q,33.33
ASH,2029,R,28.64
ASH,2029,S,4.69
ASH,2029,T,0.0
ASH,2029,U,0.0
ASH,2029,V,0.0
ASH,2030,A,0.0
ASH,2030,B,0.0
ASH,2030,C,0.0
ASH,2030,D,0.0
ASH,2030,E,0.0
ASH,2030,F,0.0
ASH,2030,G,0.0
ASH,2030,H,0.0
ASH,2030,I,0.0
ASH,2030,J,0.0
ASH,2030,K,0.0
ASH,2030,L,0.0
ASH,2030,M,0.0
ASH,2030,N,0.0
ASH,2030,O,0.0
ASH,2030,P,33.33
ASH,2030,Q,33.33
ASH,2030,R,28.49
ASH,2030,S,4.84
ASH,2030,T,0.0
ASH,2030,U,0.0
ASH,2030,V,0.0
ASI,2025,A,0.0
ASI,2025,B,0.0
ASI,2025,C,0.0
ASI,2025,D,0.0
ASI,2025,E,0.0
ASI,2025,F,0.0
ASI,2025,G,0.0
ASI,2025,H,0.0
ASI,2025,I,0.0
ASI,2025,J,0.0
ASI,2025,K,0.0
ASI,2025,L,0.0
ASI,2025,M,0.0
ASI,2025,N,0.0
ASI,2025,O,0.0
ASI,2025,P,33.33
ASI,2025,Q,33.32
ASI,2025,R,29.16
ASI,2025,S,4.17
ASI,2025,T,0.0
ASI,2025,U,0.0
ASI,2025,V,0.0
ASI,2026,A,0.0
ASI,2026,B,0.0
ASI,2026,C,0.0
ASI,2026,D,0.0
ASI,2026,E,0.0
ASI,2026,F,0.0
ASI,2026,G,0.0
ASI,2026,H,0.0
ASI,2026,I,0.0
ASI,2026,J,0.0
ASI,2026,K,0.0
ASI,2026,L,0.0
ASI,2026,M,0.0
ASI,2026,N,0.0
ASI,2026,O,0.0
ASI,2026,P,33.33
ASI,2026,Q,33.33
ASI,2026,R,29.04
ASI,2026,S,4.29
ASI,2026,T,0.0
ASI,2026,U,0.0
ASI,2026,V,0.0
ASI,2027,A,0.0
ASI,2027,B,0.0
ASI,2027,C,0.0
ASI,2027,D,0.0
ASI,2027,E,0.0
ASI,2027,F,0.0
ASI,2027,G,0.0
ASI,2027,H,0.0
ASI,2027,I,0.0
ASI,2027,J,0.0
ASI,2027,K,0.0
ASI,2027,L,0.0
ASI,2027,M,0.0
ASI,2027,N,0.0
ASI,2027,O,0.0
ASI,2027,P,33.33
ASI,2027,Q,33.33
ASI,2027,R,28.91
ASI,2027,S,4.41
ASI,2027,T,0.0
ASI,2027,U,0.0
ASI,2027,V,0.0
ASI,2028,A,0.0
ASI,2028,B,0.0
ASI,2028,C,0.0
ASI,2028,D,0.0
ASI,2028,E,0.0
ASI,2028,F,0.0
ASI,2028,G,0.0
ASI,2028,H,0.0
ASI,2028,I,0.0
ASI,2028,J,0.0
ASI,2028,K,0.0
ASI,2028,L,0.0
ASI,2028,M,0.0
ASI,2028,N,0.0
ASI,2028,O,0.0
ASI,2028,P,33.33
ASI,2028,Q,33.33
ASI,2028,R,28.78
ASI,2028,S,4.55
ASI,2028,T,0.0
ASI,2028,U,0.0
ASI,2028,V,0.0
ASI,2029,A,0.0
ASI,2029,B,0.0
ASI,2029,C,0.0
ASI,2029,D,0.0
ASI,2029,E,0.0
ASI,2029,F,0.0
ASI,2029,G,0.0
ASI,2029,H,0.0
ASI,2029,I,0.0
ASI,2029,J,0.0
ASI,2029,K,0.0
ASI,2029,L,0.0
ASI,2029,M,0.0
ASI,2029,N,0.0
ASI,2029,O,0.0
ASI,2029,P,33.33
ASI,2029,Q,33.33
ASI,2029,R,28.64
ASI,2029,S,4.69
ASI,2029,T,0.0
ASI,2029,U,0.0
ASI,2029,V,0.0
ASI,2030,A,0.0
ASI,2030,B,0.0
ASI,2030,C,0.0
ASI,2030,D,0.0
ASI,2030,E,0.0
ASI,2030,F,0.0
ASI,2030,G,0.0
ASI,2030,H,0.0
ASI,2030,I,0.0
ASI,2030,J,0.0
ASI,2030,K,0.0
ASI,2030,L,0.0
ASI,2030,M,0.0
ASI,2030,N,0.0
ASI,2030,O,0.0
ASI,2030,P,33.33
ASI,2030,Q,33.33
ASI,2030,R,28.49
ASI,2030,S,4.84
ASI,2030,T,0.0
ASI,2030,U,0.0
ASI,2030,V,0.0
HAI,2025,A,0.0
HAI,2025,B,0.0
HAI,2025,C,0.0
HAI,2025,D,0.0
HAI,2025,E,0.0
HAI,2025,F,0.0
HAI,2025,G,0.0
HAI,2025,H,0.0
HAI,2025,I,0.0
HAI,2025,J,0.0
HAI,2025,K,0.0
HAI,2025,L,0.0
HAI,2025,M,0.0
